id,name,img,sex,birthday,birthplace,summary
27508713,陈文强 Man Keung Chan,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1386166328.02.webp,男,1960年,中国香港,出生于1960年。中国香港影视编剧。生于香港。1982 毕业于香港浸会学院中文系。 同年进入香港无线电视台任助理编导。电视编剧作品有：《温馨集》、《狮子山下》、《左邻右里》、《阳光下的孩子》、《执法者》等。在创作风格上坚持写实主义。为香港电影编导刘国昌修改《香江岁月》剧本。并为刘国昌创作了剧本《小童，老同》。1988年创作电影剧本《童党》。1990年创作电影剧本《庙街皇后》Queen of Temple Street，获第十届香港金像奖最佳编剧奖。
27511842,冯克安 Hark-On Fung,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p19460.webp,男,1949-09-18,"中国,广东,广州","冯克安，1950年出生于演艺之家。父亲冯峰是三四十年代著名的粤剧小生，后来进入电影界，做主角、做导演，还开过电影公司，让李小龙崭露头角的《细路祥》就是冯峰做导演。他自己也参演过成龙《师弟出马》、《龙少爷》两部电影。 姐姐冯素波和弟弟冯吉隆都是著名的电视制作人。妹妹冯宝宝是香港五六十年代的天才童星，著名演员。
冯克安本人自小就跟随父亲进入电影圈，五六十年代已经演了许多童星角色，六七十年代进入刘家良班底做起武师，参演演张彻、刘家良等人的功夫片，并在武行初露锋芒。七十年代末加入成家班，做演员和武术指导。冯克安面相邪恶，再加上与生俱来的到位演技，演起坏人来是得心应手夺人眼目。由于他在反角方面表现突出，因此深受各大动作片导演欢迎，八九十年代除了在成龙、洪金宝的电影里忙碌外，亦到处奔波于徐克、袁和平、吴宇森等人的电影之中。95年在拍完《鬼巴士》后淡出影视圈。02年后偶尔在一些影视剧中担任配角。如：《功夫》中的地残，《夺帅》中的棠叔等等。最新作品是在《叶问2：宗师传奇》中出演郑师傅。代表作有：《赞先生与找钱华》、《洪拳小子》、《无招胜有招》等。"
27515461,霍昕 Xin Huo,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p20536.webp,女,1969-04-06,"中国,北京",霍昕，中国女作家。北京人，毕业于中央戏剧学院编导系，她编导的作品有《将爱情进行到底》、《洗澡》、《爱情麻辣烫》、《向日葵》、《功夫》等。
27519122,黄锐民 Oliver Wong,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p18095.webp,男,,,暂无
27527848,曾瑾昌 Kan-Cheung Tsang,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p41178.webp,男,,"中国,香港",曾谨昌，是前香港TVB著名监制。
27529854,袁祥仁 Cheung-Yan Yuen,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1372311613.97.webp,男,1952年,中国香港,"袁祥仁，又名袁长仁，袁和平胞弟。袁祥仁自幼便与几位兄弟袁和平、袁信义、袁日初、袁振威、袁龙驹一起随父亲袁小田习武。早年混迹武行时代，做替身演员。60年代末，开始挂名助理武术指导。当时袁祥仁跟着大师兄唐佳，做过张彻《保镖》、《报仇》、《游侠儿》等片的武指，到了70中期，他在邵氏已经小有名气，期间与楚原、何梦华这些名导演合作过不少力作，如《流星蝴蝶剑》、《香港奇案》等。
袁祥仁十分热衷于客串表演，所扮演的角色类型众多。观众比较熟悉的有《功夫》中卖给阿星《如来神掌》的老乞丐，还有《武状元苏乞儿》中教授苏哈察尔灿睡梦罗汉拳的乞丐。另外，他编剧演出的的《奇门遁甲》在部分影迷中颇有影响。他还是好莱坞电影《超胆侠》的武术指导。
70年代末80年初，台湾功夫片潮起，袁祥仁港台两地走。恰在这时，袁和平得到嘉禾重用，其余众兄弟减少了外出打工，纷纷团结在一起组成“袁家班”，助大哥袁和平一臂之力，在嘉禾的帮助下袁和平组了“和平电影公司”，袁祥仁当时则参与了“和平小组”的绝大多数创作，从《勇者无惧》、《佛掌罗汉拳》、《奇门遁甲》再到《霍元甲》（82版）、《鬼马天师》等等。打响了“袁家班”旗号。
然而，随着“和平电影”的停业，袁家班陷入困境。袁和平开始四处突围，袁祥仁跟着大哥南征北战之余，精力旺盛的他又另外杀出一条血路，在八九十年代袁祥仁涉及广泛，喜剧闹剧鬼片功夫片一律通杀，武指导演演员策划也通通照做，二十年来，小打小闹有之，巨资巨作亦有之，为袁家班今天的事业成绩立下汗马功劳。
袁祥仁算是低调的“袁家班”中最爱抛头露面的一个，不过，抛头露面总有他的道理，袁祥仁在镜头前演得确实不错，无论是形神兼备的乞丐、酒鬼，还是扮鬼扮马的反串老太婆（大内密探零零发、奇门遁甲、天师撞邪）都给我们留下深刻印象……"
27533156,元秋 Qiu Yuen,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p16852.webp,女,1950年,中国香港,"元秋，本名张转男（Cheung Cheun Nam），香港前武打电影演员，用过的艺名还有甘家凤、林秀等等。元秋早年是以武打演员身份出身。她是元龙（先洪金宝再成龙）、元楼（成龙）、元彪、元奎、元华、元武、元泰七人担任的《七小福》的师妹，从十岁开始便接受师傅于占元训练，七年后踏入电影圈担任替身，为当时少见的女替身。她曾在007电影《铁金刚大战金枪客》中饰演Lieutenant Hip的niece ""Nara""，不过戏分少，字幕上没提到她的名字，不算是正式的邦女郎。随后因为结了婚而于八十年代息影。"
27502643,赵志凌 Chi-Ling Chiu,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p22749.webp,男,1943-01-20,中国香港,赵志凌师承其父亲赵教（赵教师承林世荣），是黄飞鸿徒孙。他也是上世纪70年代的功夫片演员，拍过《蛇形刁手》和《七虎之争》等。他所创办的“国际洪拳赵志凌国术会”在海外有相当的知名度。作为功夫大师，赵志凌经常周游列国传授。他参与《功夫》的演出是在周星驰多次盛情邀请之下方成。周星驰认为裁缝应有细腻的一面，而这个职业与赵志凌武功又能够形成强烈的反差，为了达到这种效果他才为赵师傅设计了“娘娘腔”的性格，并饱受包租婆的“辱骂”.赵大师是黄飞鸿功夫的真实传人。
27503458,林子聪 Tze Chung Lam,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p33988.webp,男,1976-08-16,中国香港,1976年出生的林子聪是一位多才多艺的电影人。1995年加入香港无线电视任职编剧，编写多部受欢迎的综艺及音乐节目，包括收视率甚高的《城市追击》。其后被周星驰赏识，邀请加入星辉海外有限公司担任编剧。更被周星驰发掘其喜剧细胞，於《少林足球》一片中饰演六师弟一角，此片曾创下香港电影的最高票房记录，令世界各地观众对其留下深刻印象。其后，林亦参与《爱君如梦》及《老鼠爱上猫》演出。2004 年他与周星驰再度合作编写及演出国际卖座电影《功夫》引，并为此片制作电影特辑。
27499360,林子善 Chi-Sing Lam,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1517469674.86.webp,男,1982-04-13,中国香港,林子善，当代中国影视剧演员。生于香港，1998年参加“喜剧之王”训练班，因表演突出，被安排在《喜剧之王》内演出洪爷一角而为人认识。
27503287,田启文 Kai Man Tin,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p34082.webp,男,1961-06-09,中国香港,田启文，绰号田鸡，香港演员及电影人，曾是周星驰所属之星辉海外有限公司负责人之一，负责形象推广、业务拓展、演艺经纪及至影片的监制策划等，香港电影工作者总会会长。他代表香港电影制作行政人员协会任香港电影金像奖董事局董事，也是香港电影工作者总会第七届执行委员会会长与香港红星郑中基前经理人。
27549920,陈凯师 Kai-Shi Chen,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p47858.webp,女,,中国，广东，广州,"“龅牙珍”，广州人。2002年，周星驰为拍摄娃哈哈广告，需要招募一些帅哥靓妹，她也有来参加。被当时的周星驰惊为天人：“你怎会认为自己是靓女呢？”可她却讲：“因为我有自信，所以我会成功。”
虽然当时拍那个广告她最后落选了，但却给周星驰留下了深刻的印象，后来在构思《功夫》剧本的时候，他的脑海里便始终无法抹杀这么一个极品，索性找她来演这么个角色。
由于那个“美丽”的面孔和那两排牙齿被许多许多著名导演录取（全是喜剧片导演）在里面陈凯师扮演者“有声有色”的“美女”。
因为周星驰出名，与李健仁扮演的“如花”姑娘不相上下。
在著名电影《越光宝盒》里也是扮演“美丽”的阿珍。"
27566431,任珈锐 Jiarui Ren,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1525836859.26.webp,女,1982-05-15,"中国,浙江,温州","曾参演过《女生贾梅》、《流星雨》、《功夫》等影视作品。在2009年8月湖南卫视推出的青春偶像剧《一起来看流星雨》中担任重要角色徐丽丽。
微博http://weibo.com/rensilu"
27480905,何文辉 Wenhui He,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p53206.webp,男,1981-05-16,"中国,广东,广州",何文辉（原艺名：酱爆，由《少林足球》中的演员陈国坤所起），没有像媒体报道说是“就读广州市第24中学”，居于广州的“酱爆”，因有着独特的样貌和气质，所以被周星弛前来广州选角时发掘了他，并让他在《少林足球》中饰演酱爆一角。虽然他在《少林足球》里的戏份不多，但凭着他独特的演出，使观众留下了深刻的印象，可算是一炮而红，连广告商也找他拍广告，其中出名的有香港益力多广告。
27567106,冯勉恒 Min Hun Fung,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p53355.webp,男,,,冯勉恒，男，影视演员，因在《少林足球》中扮演“汽车维修员”而被广大观众熟悉，他的代表作有《喜剧之王》、《少林足球》、《行运超人》等
27548008,姜瑰瑾 Guijin Jiang,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p53626.webp,女,,,"配音作品
美国动画电影
《狮子王2》吉娜
《花木兰》媒婆
《海底两万里》志强
《汽车总动员》芙蓉
《玩具总动员3》大章鱼
《胆小狗英雄》奥提斯的母亲
《怪兽电力公司》罗丝
《怪兽妙探》奇克
《少年悍将》人皮兽
《地球超人》玛蒂
《豆豆先生》卫奇太太
日本动画电影
《天空之城》朵拉婆婆
《凡尔赛玫瑰》欧丝嘉
《乱马½》早乙女乱马、天道霞、九能小太刀、五寸钉光
《面包超人》面包超人
《可爱巧虎岛》巧虎（第一代）
《奇天烈大百科》齐英一（早期）
《烈火之炎》小金井薰
《彩云国物语2》茶春姬、缥珠翠、胡蝶、曜春、碧万里、璃樱、缥琉花
《罗密欧与茱丽叶》安东尼奥、爱米莉娅
《爱天使传说》珠野雏菊、蕾茵女王
《疾风战士》银城吕莉
《奇迹少女》三原千岁
《元气妈妈》鸭原理惠子
《卡片战斗先导者》葛木神居
《梦幻游戏》柳宿
电视剧作品
2001《移山倒海樊梨花》梨山老母（高玉珊饰）
2001《齐天大圣孙悟空》蛇精（袁洁莹饰）
2003《律政新人王》钟清铃（胡杏儿饰）
2006《神机妙算刘伯温》马皇后（陈亚兰饰）
电影作品
《古惑仔》前四部林淑芬（莫文蔚饰）
1994《九品芝麻官》烈火奶奶（鲁芬饰）
1996《金枝玉叶2》玫瑰（刘嘉玲饰）
1996《百分百感觉》芳芳（梁咏琪饰）
2004《功夫》包租婆（元秋饰）
2010《奶奶强盗团》金庄婕（罗文熙饰）"
27484561,贾康熙 Kangxi Jia,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1490282367.72.webp,男,1970-06-01,"中国,陕西,西安","贾康熙，出身梨园世家，自幼学习京剧，后考入陕西省京剧院。有三十多年的演出经验。
2004年，他在周星驰的电影《功夫》中扮演琴声杀人的高手“天残”，这个角色让人印象深刻，但对于他来说，这个出彩的角色并没有给他带来多大的知名度和收益。
直到一年后的2005年，在英达导演的经典情景喜剧《地下交通站》中，他饰演了安邱侦缉队特务老六。首先，这部情景喜剧是英达导演的又一部可以载入喜剧史册的经典情景喜剧，剧中的多位人物性格突出，情绪饱满，而落实到的每一位演员又是演技派中的高手。
剧中本就出了颜冠英老师这样不是主角、但抢了整部戏风头的“伪主角”的出色表演，让诸位主角都成了配戏的，而像贾康熙饰演的“老六”这样配角中的配角，就更难能出头了。可恰恰是贾康熙出色的演绎，使得汉奸老六与贾队长同时出现时，鲜明的人物风采丝毫不逊色于贾队长！成了该剧的又一大亮点，有时甚至能抢掉贾队长的戏！可以说他们的出现，让喜剧的经典表演在历史上又记录了浓重的一笔，也感谢他们出色的表演，深入人心。但令人遗憾的是，这部剧固然经典，虽然高分，却生不逢时，出在了那个网络流量不是第一的年代，使得大众习惯性的遗忘了。但真正识货的观众还是会常刷，重温，在笑声中远去。。。
贾康熙先生近年逐渐淡出影视圈，虽然这么多年来没能大火，但他的精彩演绎，会被懂得喜剧的人珍藏，感动。 他值得被观众记住。
.
主要作品：
电影：
《女劫杀》 (1993)
《死亡预谋》 (1994)
《功夫》（2004）（饰：天残）导演：周星驰、袁和平（香港）
《赌王出山》（饰：刀疤浪人）导演：李云东
《秘笈追踪》（饰：采药侠）导演：陈咏歌
《非狐外传》（饰：灰仙人）导演：钱升玮（香港）
.
电视剧：
二十集《惊天铁案》（饰：胡济舒）导演：王亨礼
四十集《马永贞》（饰：尤贵）导演范秀明 （香港）
三十集情景喜剧《地下交通站》（饰：汉奸老六）导演：英达、英壮
三十集《铁道游击队》（饰：特务队长张三）导演：王新民陈咏歌
三十集《马鸣风啸啸》（饰：李快刀）导演：王新民陈咏歌
二十集《古堡情事》（饰：德顺）导演：骆永贞
七十集《保镖》（饰：马顺海）导演：李立安
二十集《报告师傅》（饰：追日）导演：金傲勋 (台湾)
三十集《济公传奇》（饰：假济公）导演：黄伟杰 （香港）
二十集《西部缘情》（饰：二孬）导演：郭少雄
二十三集《关东情》（饰：蘑菇头）导演：张雨东
三十集《浣花洗剑录》（饰：顽石道长）导演：谭友业 (香港) 陈咏歌
三十集《哈儿传奇》（饰：赖格宝）导演：李瀚涛
三十集《地道英雄》（饰：土匪二哥）导演：丁黑
三十集《新四军女兵》（饰：江广发）导演：丁黑
三十集《碧波仙子》（饰：铁拐李）导演：徐文雁陈咏歌
三十集《党的女儿》（饰：赖牯子）导演：刘进
二十集《错嫁》（饰：柴勇）导演：罗灿然
二十集《帝锦》（饰：金平贵）导演：金獒勋黑龙
二十集《刑警背影》（饰：苏老六）导演：陈咏歌
电视剧《包青天3之开封府奇案》（饰：西江双怪）导演：鹿峰何中华
三十集《双雄》（饰：老胡） 导演：张自强"
27550733,范湉湉 Tiantian Fan,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1465369432.32.webp,女,1980-07-15,"中国,上海",范湉湉，出生于上海，中国内地女演员、主持人。2000年，参加《少林足球》大招募，2002年签约成为星辉公司旗下艺人，参演周星驰导演的电影《功夫》，2005年被雪藏。2012年，参加《顶级厨师》第一季获得第6名。参加《我为喜剧狂》成为郭德纲导师队员。2014年参加《奇葩说》，因其犀利直率的表现走红。2015年6月26日参加了爱奇艺生活家工作室出品的健康娱乐运动节目《奔跑卡路里》。
27575508,杨能 Neng Yang,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1453117607.06.webp,男,1958-09-30,"中国,香港",星爷的助理、御用配角之一杨能，曾客串出演《少林足球》里跳舞的猪肉佬、《功夫》里的牙医许文、《西游降魔篇》里给道士送千年咸鱼的村民。
27560102,王仕颖 Shiying Wang,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1479204666.9.webp,女,1995-09-09,"中国,上海",王仕颍，1995年出生于上海，上海戏剧学院导演系学生，四岁起参与影视剧拍摄，代表作为周星驰《功夫》，并作为上海申博形象代言人，童星出身。
27205776,朱莉·克里斯蒂 Julie Christie,https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1382356881.29.webp,女,1940-04-14,"印度,阿萨姆邦,Chabua","朱莉·克里斯蒂，自小生长在印度，父亲是当地茶商。在英国、法国完成教育后，便进入伦敦一所剧校中接受戏剧及歌唱训练。1962年初进入影坛，演的都是小角色，翌年在《说谎的比利》首次任女主角。名导演约翰·施莱辛格对她非常赏识，为她量身订造《亲爱的》一片，她遂以此片荣登奥斯卡后座，旋即主演《日瓦戈医生》成为国际红星。直到70年代，是她在影坛的黄金时期，曾在大卫·里恩、特吕弗等大导演的片中演出。1971年起跟沃伦·比蒂合演《花村》等3部影片，两人一度打得火热。90年代以后比较沉寂。
朱莉被美国传奇巨星艾尔·帕西诺称为“最富有诗意的女演员”，与其他热衷舞台剧的英国演员不同，她更钟情于大银幕。朱莉生性低调，很少公开亮相或接受采访，专注的态度使她口碑极好。"
27208400,罗彼·考特拉尼 Robbie Coltrane,https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1641.webp,男,1950-03-30,"英国,苏格兰,卢森格林","罗彼·考特拉尼，英国演员，毕业于格拉斯哥艺术学校，主修美术和电影学，他特有的英伦帅男气质使他很快进入到好莱坞发展，可以出演了很多部007影片，后来也成为了《哈利·波特》系列的主要演员之一。扮演了霍格沃茨深受欢迎的看守鲁伯·海格，这位保护神奇生物课的老师也是哈利、罗恩和赫敏的好朋友。
考特拉尼是英国最多产且最受尊敬的影视演员之一，他在逾三十年的演艺生涯中多次获奖。迄今为止，他在一段辉煌的电影生涯中曾出演过40多部电影，包括最近在《十二罗汉》中扮演松井。当然他也参演《哈利·波特与魔法石》、《哈利·波特与密室》、《哈利·波特与火焰杯》、《哈利·波特与凤凰社》、《哈利·波特与混血王子》、《哈利·波特与死亡圣器（上）》、《哈利·波特与死亡圣器（下）》。他曾凭《哈利·波特与魔法石》获得过英国电影电视艺术学院奖和伦敦影评人协会奖的最佳配角提名，并获得过苏格兰电影最佳男演员奖。客串黑爵士第三季中的一个角色."
